"","subject","activity","feature","statistic","axis","mean"
"7792",28,"laying","fBodyGyro","std","X",-0.958092114
"7793",28,"laying","fBodyGyro","std","Y",-0.957552988125
"7794",28,"laying","fBodyGyro","std","Z",-0.966312024
"7795",28,"laying","tBodyAcc","mean","X",0.2759134825
"7796",28,"laying","tBodyAcc","mean","Y",-0.0167537858225
"7797",28,"laying","tBodyAcc","mean","Z",-0.1083448529625
"7798",28,"laying","tBodyAcc","std","X",-0.9688882955
"7799",28,"laying","tBodyAcc","std","Y",-0.945386780375
"7800",28,"laying","tBodyAcc","std","Z",-0.956450342875
"7801",28,"laying","tBodyAccJerk","mean","X",0.0780770644
"7802",28,"laying","tBodyAccJerk","mean","Y",0.005939923320625
"7803",28,"laying","tBodyAccJerk","mean","Z",0.006009719386425
"7804",28,"laying","tBodyAccJerk","std","X",-0.9801647165
"7805",28,"laying","tBodyAccJerk","std","Y",-0.97867953975
"7806",28,"laying","tBodyAccJerk","std","Z",-0.973071655875
"7807",28,"laying","tBodyGyro","mean","X",-0.017367705735
"7808",28,"laying","tBodyGyro","mean","Y",-0.097448733725
"7809",28,"laying","tBodyGyro","mean","Z",0.09357912315
"7810",28,"laying","tBodyGyro","std","X",-0.95516227975
"7811",28,"laying","tBodyGyro","std","Y",-0.960057463625
"7812",28,"laying","tBodyGyro","std","Z",-0.96237491175
"7813",28,"laying","tBodyGyroJerk","mean","X",-0.1045116270375
"7814",28,"laying","tBodyGyroJerk","mean","Y",-0.03560100499625
"7815",28,"laying","tBodyGyroJerk","mean","Z",-0.05345019146375
"7816",28,"laying","tBodyGyroJerk","std","X",-0.9608029485
"7817",28,"laying","tBodyGyroJerk","std","Y",-0.98039978225
"7818",28,"laying","tBodyGyroJerk","std","Z",-0.981418916
"7819",28,"laying","tGravityAcc","mean","X",-0.490334541875
"7820",28,"laying","tGravityAcc","mean","Y",0.1440732745
"7821",28,"laying","tGravityAcc","mean","Z",0.0157570025
"7822",28,"laying","tGravityAcc","std","X",-0.970599089375
"7823",28,"laying","tGravityAcc","std","Y",-0.9697590285
"7824",28,"laying","tGravityAcc","std","Z",-0.97912466575
"7825",28,"sitting","fBodyAcc","mean","X",-0.979820142638889
"7826",28,"sitting","fBodyAcc","mean","Y",-0.946351650416667
"7827",28,"sitting","fBodyAcc","mean","Z",-0.952226786666667
"7828",28,"sitting","fBodyAcc","std","X",-0.984956708611111
"7829",28,"sitting","fBodyAcc","std","Y",-0.939885478333333
"7830",28,"sitting","fBodyAcc","std","Z",-0.9330454775
"7831",28,"sitting","fBodyAccJerk","mean","X",-0.976891804583333
"7832",28,"sitting","fBodyAccJerk","mean","Y",-0.963054247083333
"7833",28,"sitting","fBodyAccJerk","mean","Z",-0.972939551944444
"7834",28,"sitting","fBodyAccJerk","std","X",-0.977786782222222
"7835",28,"sitting","fBodyAccJerk","std","Y",-0.96399042625
"7836",28,"sitting","fBodyAccJerk","std","Z",-0.978327769444444
"7837",28,"sitting","fBodyGyro","mean","X",-0.973724326388889
"7838",28,"sitting","fBodyGyro","mean","Y",-0.963117633611111
"7839",28,"sitting","fBodyGyro","mean","Z",-0.954180279027778
"7840",28,"sitting","fBodyGyro","std","X",-0.98161514125
"7841",28,"sitting","fBodyGyro","std","Y",-0.953207017222222
"7842",28,"sitting","fBodyGyro","std","Z",-0.961561036111111
"7843",28,"sitting","tBodyAcc","mean","X",0.276977629444444
"7844",28,"sitting","tBodyAcc","mean","Y",-0.0185404441258333
"7845",28,"sitting","tBodyAcc","mean","Z",-0.111517939555556
"7846",28,"sitting","tBodyAcc","std","X",-0.983272806805556
"7847",28,"sitting","tBodyAcc","std","Y",-0.939905244861111
"7848",28,"sitting","tBodyAcc","std","Z",-0.936667245694444
"7849",28,"sitting","tBodyAccJerk","mean","X",0.0768671621527778
"7850",28,"sitting","tBodyAccJerk","mean","Y",0.0148338232684722
"7851",28,"sitting","tBodyAccJerk","mean","Z",0.000257854017638888
"7852",28,"sitting","tBodyAccJerk","std","X",-0.976286679444444
"7853",28,"sitting","tBodyAccJerk","std","Y",-0.962219452777778
"7854",28,"sitting","tBodyAccJerk","std","Z",-0.976327426666667
"7855",28,"sitting","tBodyGyro","mean","X",-0.0339018030166667
"7856",28,"sitting","tBodyGyro","mean","Y",-0.0673943850555556
"7857",28,"sitting","tBodyGyro","mean","Z",0.087025401375
"7858",28,"sitting","tBodyGyro","std","X",-0.979671983472222
"7859",28,"sitting","tBodyGyro","std","Y",-0.956316505972222
"7860",28,"sitting","tBodyGyro","std","Z",-0.9566328025
"7861",28,"sitting","tBodyGyroJerk","mean","X",-0.0953935055833333
"7862",28,"sitting","tBodyGyroJerk","mean","Y",-0.0408007786402778
"7863",28,"sitting","tBodyGyroJerk","mean","Z",-0.0579015362166667
"7864",28,"sitting","tBodyGyroJerk","std","X",-0.982155662638889
"7865",28,"sitting","tBodyGyroJerk","std","Y",-0.980713868611111
"7866",28,"sitting","tBodyGyroJerk","std","Z",-0.971001691388889
"7867",28,"sitting","tGravityAcc","mean","X",0.907331309166667
"7868",28,"sitting","tGravityAcc","mean","Y",-0.112596728361111
"7869",28,"sitting","tGravityAcc","mean","Z",0.135402566816667
"7870",28,"sitting","tGravityAcc","std","X",-0.989132499583333
"7871",28,"sitting","tGravityAcc","std","Y",-0.971766352361111
"7872",28,"sitting","tGravityAcc","std","Z",-0.956087679583333
"7873",28,"standing","fBodyAcc","mean","X",-0.97251980164557
"7874",28,"standing","fBodyAcc","mean","Y",-0.893430392658228
"7875",28,"standing","fBodyAcc","mean","Z",-0.934503028481013
"7876",28,"standing","fBodyAcc","std","X",-0.98026749
"7877",28,"standing","fBodyAcc","std","Y",-0.87446926556962
"7878",28,"standing","fBodyAcc","std","Z",-0.897600800886076
"7879",28,"standing","fBodyAccJerk","mean","X",-0.968513715189873
"7880",28,"standing","fBodyAccJerk","mean","Y",-0.93516897835443
"7881",28,"standing","fBodyAccJerk","mean","Z",-0.964751238734177
"7882",28,"standing","fBodyAccJerk","std","X",-0.971672796708861
"7883",28,"standing","fBodyAccJerk","std","Y",-0.936991280253165
"7884",28,"standing","fBodyAccJerk","std","Z",-0.973572051898734
"7885",28,"standing","fBodyGyro","mean","X",-0.880426103164557
"7886",28,"standing","fBodyGyro","mean","Y",-0.948160785316456
"7887",28,"standing","fBodyGyro","mean","Z",-0.926655192405063
"7888",28,"standing","fBodyGyro","std","X",-0.886706768227848
"7889",28,"standing","fBodyGyro","std","Y",-0.936101609113924
"7890",28,"standing","fBodyGyro","std","Z",-0.932039083037975
"7891",28,"standing","tBodyAcc","mean","X",0.277795069113924
"7892",28,"standing","tBodyAcc","mean","Y",-0.0172635124672152
"7893",28,"standing","tBodyAcc","mean","Z",-0.106579385202532
"7894",28,"standing","tBodyAcc","std","X",-0.977748638607595
"7895",28,"standing","tBodyAcc","std","Y",-0.875689216835443
"7896",28,"standing","tBodyAcc","std","Z",-0.905123824177215
"7897",28,"standing","tBodyAccJerk","mean","X",0.0753131601898734
"7898",28,"standing","tBodyAccJerk","mean","Y",0.00907363218518987
"7899",28,"standing","tBodyAccJerk","mean","Z",-0.00267810077607595
"7900",28,"standing","tBodyAccJerk","std","X",-0.968604559620253
"7901",28,"standing","tBodyAccJerk","std","Y",-0.933768175063291
"7902",28,"standing","tBodyAccJerk","std","Z",-0.969765362025316
"7903",28,"standing","tBodyGyro","mean","X",-0.0253281543540506
"7904",28,"standing","tBodyGyro","mean","Y",-0.0739001646962025
"7905",28,"standing","tBodyGyro","mean","Z",0.0865173111012658
"7906",28,"standing","tBodyGyro","std","X",-0.884032232405063
"7907",28,"standing","tBodyGyro","std","Y",-0.940006320126582
"7908",28,"standing","tBodyGyro","std","Z",-0.925491442911392
"7909",28,"standing","tBodyGyroJerk","mean","X",-0.102248409070886
"7910",28,"standing","tBodyGyroJerk","mean","Y",-0.0431364662518987
"7911",28,"standing","tBodyGyroJerk","mean","Z",-0.0525896252375949
"7912",28,"standing","tBodyGyroJerk","std","X",-0.928343397721519
"7913",28,"standing","tBodyGyroJerk","std","Y",-0.972977006708861
"7914",28,"standing","tBodyGyroJerk","std","Z",-0.956497163670886
"7915",28,"standing","tGravityAcc","mean","X",0.948514848481013
"7916",28,"standing","tGravityAcc","mean","Y",-0.247656166582278
"7917",28,"standing","tGravityAcc","mean","Z",-0.0385830501632911
"7918",28,"standing","tGravityAcc","std","X",-0.990059426582279
"7919",28,"standing","tGravityAcc","std","Y",-0.962801441898734
"7920",28,"standing","tGravityAcc","std","Z",-0.951782181518987
"7921",28,"walking","fBodyAcc","mean","X",-0.280062182962963
"7922",28,"walking","fBodyAcc","mean","Y",-0.127912276044444
"7923",28,"walking","fBodyAcc","mean","Z",-0.356337638518519
"7924",28,"walking","fBodyAcc","std","X",-0.298832423148148
"7925",28,"walking","fBodyAcc","std","Y",-0.168789019540741
"7926",28,"walking","fBodyAcc","std","Z",-0.326046195925926
"7927",28,"walking","fBodyAccJerk","mean","X",-0.36260198037037
"7928",28,"walking","fBodyAccJerk","mean","Y",-0.294548344814815
"7929",28,"walking","fBodyAccJerk","mean","Z",-0.498754491111111
"7930",28,"walking","fBodyAccJerk","std","X",-0.367116416481481
"7931",28,"walking","fBodyAccJerk","std","Y",-0.191757503603704
"7932",28,"walking","fBodyAccJerk","std","Z",-0.574579748518519
"7933",28,"walking","fBodyGyro","mean","X",-0.374681071666667
"7934",28,"walking","fBodyGyro","mean","Y",-0.50468173962963
"7935",28,"walking","fBodyGyro","mean","Z",-0.255029045018519
"7936",28,"walking","fBodyGyro","std","X",-0.545480217777778
"7937",28,"walking","fBodyGyro","std","Y",-0.497470739444444
"7938",28,"walking","fBodyGyro","std","Z",-0.308243390425926
"7939",28,"walking","tBodyAcc","mean","X",0.281228223888889
"7940",28,"walking","tBodyAcc","mean","Y",-0.0156759722981481
"7941",28,"walking","tBodyAcc","mean","Z",-0.103714705396296
"7942",28,"walking","tBodyAcc","std","X",-0.293003522222222
"7943",28,"walking","tBodyAcc","std","Y",-0.117886186425926
"7944",28,"walking","tBodyAcc","std","Z",-0.300928395925926
"7945",28,"walking","tBodyAccJerk","mean","X",0.0931122231851852
"7946",28,"walking","tBodyAccJerk","mean","Y",0.0226486602722222
"7947",28,"walking","tBodyAccJerk","mean","Z",-0.00762915201666667
"7948",28,"walking","tBodyAccJerk","std","X",-0.335700184259259
"7949",28,"walking","tBodyAccJerk","std","Y",-0.220123120851852
"7950",28,"walking","tBodyAccJerk","std","Z",-0.537470471666667
"7951",28,"walking","tBodyGyro","mean","X",-0.105896207861111
"7952",28,"walking","tBodyGyro","mean","Y",-0.0172822168012963
"7953",28,"walking","tBodyGyro","mean","Z",0.116065910925926
"7954",28,"walking","tBodyGyro","std","X",-0.503798624074074
"7955",28,"walking","tBodyGyro","std","Y",-0.497684006666667
"7956",28,"walking","tBodyGyro","std","Z",-0.242601384618519
"7957",28,"walking","tBodyGyroJerk","mean","X",-0.092974671262963
"7958",28,"walking","tBodyGyroJerk","mean","Y",-0.0515394449611111
"7959",28,"walking","tBodyGyroJerk","mean","Z",-0.0593552479814815
"7960",28,"walking","tBodyGyroJerk","std","X",-0.399417082777778
"7961",28,"walking","tBodyGyroJerk","std","Y",-0.639018554444444
"7962",28,"walking","tBodyGyroJerk","std","Z",-0.440927899259259
"7963",28,"walking","tGravityAcc","mean","X",0.942930275555556
"7964",28,"walking","tGravityAcc","mean","Y",-0.229316151481481
"7965",28,"walking","tGravityAcc","mean","Z",-0.125912861222222
"7966",28,"walking","tGravityAcc","std","X",-0.976693902592593
"7967",28,"walking","tGravityAcc","std","Y",-0.968780859814815
"7968",28,"walking","tGravityAcc","std","Z",-0.944225031851852
"7969",28,"walking_downstairs","fBodyAcc","mean","X",0.0890721752173913
"7970",28,"walking_downstairs","fBodyAcc","mean","Y",0.186441733869565
"7971",28,"walking_downstairs","fBodyAcc","mean","Z",-0.308161634195652
"7972",28,"walking_downstairs","fBodyAcc","std","X",0.137797082826087
"7973",28,"walking_downstairs","fBodyAcc","std","Y",0.065301199843913
"7974",28,"walking_downstairs","fBodyAcc","std","Z",-0.416940283043478
"7975",28,"walking_downstairs","fBodyAccJerk","mean","X",-0.0268676982326087
"7976",28,"walking_downstairs","fBodyAccJerk","mean","Y",-0.0127039720456522
"7977",28,"walking_downstairs","fBodyAccJerk","mean","Z",-0.365287434717391
"7978",28,"walking_downstairs","fBodyAccJerk","std","X",-0.0980112293695652
"7979",28,"walking_downstairs","fBodyAccJerk","std","Y",-0.00175391954565217
"7980",28,"walking_downstairs","fBodyAccJerk","std","Z",-0.48848835173913
"7981",28,"walking_downstairs","fBodyGyro","mean","X",-0.0299969963043478
"7982",28,"walking_downstairs","fBodyGyro","mean","Y",-0.217100157608696
"7983",28,"walking_downstairs","fBodyGyro","mean","Z",-0.184392337071739
"7984",28,"walking_downstairs","fBodyGyro","std","X",-0.345453346086957
"7985",28,"walking_downstairs","fBodyGyro","std","Y",-0.293108364565217
"7986",28,"walking_downstairs","fBodyGyro","std","Z",-0.416505886304348
"7987",28,"walking_downstairs","tBodyAcc","mean","X",0.293642076521739
"7988",28,"walking_downstairs","tBodyAcc","mean","Y",-0.0220230465913043
"7989",28,"walking_downstairs","tBodyAcc","mean","Z",-0.10858897408913
"7990",28,"walking_downstairs","tBodyAcc","std","X",0.125712887943478
"7991",28,"walking_downstairs","tBodyAcc","std","Y",0.156496646504348
"7992",28,"walking_downstairs","tBodyAcc","std","Z",-0.341031811521739
"7993",28,"walking_downstairs","tBodyAccJerk","mean","X",0.0972653457891304
"7994",28,"walking_downstairs","tBodyAccJerk","mean","Y",0.0143450903413043
"7995",28,"walking_downstairs","tBodyAccJerk","mean","Z",0.00123950141304348
"7996",28,"walking_downstairs","tBodyAccJerk","std","X",-0.0167652227782609
"7997",28,"walking_downstairs","tBodyAccJerk","std","Y",0.0265530133695652
"7998",28,"walking_downstairs","tBodyAccJerk","std","Z",-0.427053261304348
"7999",28,"walking_downstairs","tBodyGyro","mean","X",-0.141096309502174
"8000",28,"walking_downstairs","tBodyGyro","mean","Y",0.00710564286763044
"8001",28,"walking_downstairs","tBodyGyro","mean","Z",0.138622425584783
"8002",28,"walking_downstairs","tBodyGyro","std","X",-0.268106330991304
"8003",28,"walking_downstairs","tBodyGyro","std","Y",-0.259368686847826
"8004",28,"walking_downstairs","tBodyGyro","std","Z",-0.307025006304348
"8005",28,"walking_downstairs","tBodyGyroJerk","mean","X",-0.0266492977565217
"8006",28,"walking_downstairs","tBodyGyroJerk","mean","Y",-0.0570410865136957
"8007",28,"walking_downstairs","tBodyGyroJerk","mean","Z",-0.077617393146087
"8008",28,"walking_downstairs","tBodyGyroJerk","std","X",-0.16394489726087
"8009",28,"walking_downstairs","tBodyGyroJerk","std","Y",-0.424567878478261
"8010",28,"walking_downstairs","tBodyGyroJerk","std","Z",-0.336212734130435
"8011",28,"walking_downstairs","tGravityAcc","mean","X",0.929291680434783
"8012",28,"walking_downstairs","tGravityAcc","mean","Y",-0.235897105217391
"8013",28,"walking_downstairs","tGravityAcc","mean","Z",-0.121477255782609
"8014",28,"walking_downstairs","tGravityAcc","std","X",-0.956921542391304
"8015",28,"walking_downstairs","tGravityAcc","std","Y",-0.948404212173913
"8016",28,"walking_downstairs","tGravityAcc","std","Z",-0.91705975
"8017",28,"walking_upstairs","fBodyAcc","mean","X",-0.266101343372549
"8018",28,"walking_upstairs","fBodyAcc","mean","Y",-0.190589069119608
"8019",28,"walking_upstairs","fBodyAcc","mean","Z",-0.401732939215686
"8020",28,"walking_upstairs","fBodyAcc","std","X",-0.233726643921569
"8021",28,"walking_upstairs","fBodyAcc","std","Y",-0.178554981115686
"8022",28,"walking_upstairs","fBodyAcc","std","Z",-0.281685159607843
"8023",28,"walking_upstairs","fBodyAccJerk","mean","X",-0.318866730039216
"8024",28,"walking_upstairs","fBodyAccJerk","mean","Y",-0.358009373333333
"8025",28,"walking_upstairs","fBodyAccJerk","mean","Z",-0.587813565294118
"8026",28,"walking_upstairs","fBodyAccJerk","std","X",-0.37027368
"8027",28,"walking_upstairs","fBodyAccJerk","std","Y",-0.349026567647059
"8028",28,"walking_upstairs","fBodyAccJerk","std","Z",-0.68790763372549
"8029",28,"walking_upstairs","fBodyGyro","mean","X",-0.403636283921569
"8030",28,"walking_upstairs","fBodyGyro","mean","Y",-0.522066500784314
"8031",28,"walking_upstairs","fBodyGyro","mean","Z",-0.318210999529412
"8032",28,"walking_upstairs","fBodyGyro","std","X",-0.556383410588235
"8033",28,"walking_upstairs","fBodyGyro","std","Y",-0.459989315686274
"8034",28,"walking_upstairs","fBodyGyro","std","Z",-0.22624337505098
"8035",28,"walking_upstairs","tBodyAcc","mean","X",0.262005841764706
"8036",28,"walking_upstairs","tBodyAcc","mean","Y",-0.0279443943478431
"8037",28,"walking_upstairs","tBodyAcc","mean","Z",-0.121514025692157
"8038",28,"walking_upstairs","tBodyAcc","std","X",-0.242062430294118
"8039",28,"walking_upstairs","tBodyAcc","std","Y",-0.146753877035294
"8040",28,"walking_upstairs","tBodyAcc","std","Z",-0.28598691372549
"8041",28,"walking_upstairs","tBodyAccJerk","mean","X",0.0706831871117647
"8042",28,"walking_upstairs","tBodyAccJerk","mean","Y",0.0222985408245098
"8043",28,"walking_upstairs","tBodyAccJerk","mean","Z",0.00749081657058823
"8044",28,"walking_upstairs","tBodyAccJerk","std","X",-0.312671655921569
"8045",28,"walking_upstairs","tBodyAccJerk","std","Y",-0.331602407372549
"8046",28,"walking_upstairs","tBodyAccJerk","std","Z",-0.637488941176471
"8047",28,"walking_upstairs","tBodyGyro","mean","X",-0.129362970764706
"8048",28,"walking_upstairs","tBodyGyro","mean","Y",0.0212250958019608
"8049",28,"walking_upstairs","tBodyGyro","mean","Z",0.103720987705882
"8050",28,"walking_upstairs","tBodyGyro","std","X",-0.518818227843137
"8051",28,"walking_upstairs","tBodyGyro","std","Y",-0.479319521372549
"8052",28,"walking_upstairs","tBodyGyro","std","Z",-0.189306812833333
"8053",28,"walking_upstairs","tBodyGyroJerk","mean","X",-0.080568055454902
"8054",28,"walking_upstairs","tBodyGyroJerk","mean","Y",-0.0492552129156863
"8055",28,"walking_upstairs","tBodyGyroJerk","mean","Z",-0.0752610437019608
"8056",28,"walking_upstairs","tBodyGyroJerk","std","X",-0.494282913529412
"8057",28,"walking_upstairs","tBodyGyroJerk","std","Y",-0.690571101960784
"8058",28,"walking_upstairs","tBodyGyroJerk","std","Z",-0.603568264117647
"8059",28,"walking_upstairs","tGravityAcc","mean","X",0.854508231764706
"8060",28,"walking_upstairs","tGravityAcc","mean","Y",-0.333223996666667
"8061",28,"walking_upstairs","tGravityAcc","mean","Z",-0.265207858431373
"8062",28,"walking_upstairs","tGravityAcc","std","X",-0.944697800196078
"8063",28,"walking_upstairs","tGravityAcc","std","Y",-0.927641087843137
"8064",28,"walking_upstairs","tGravityAcc","std","Z",-0.900514013333333
"8065",29,"laying","fBodyAcc","mean","X",-0.986626999275362
"8066",29,"laying","fBodyAcc","mean","Y",-0.989034304057971
"8067",29,"laying","fBodyAcc","mean","Z",-0.989473926666667
"8068",29,"laying","fBodyAcc","std","X",-0.983432309130435
"8069",29,"laying","fBodyAcc","std","Y",-0.990680395362319
"8070",29,"laying","fBodyAcc","std","Z",-0.986378776086957
"8071",29,"laying","fBodyAccJerk","mean","X",-0.992153982028986
"8072",29,"laying","fBodyAccJerk","mean","Y",-0.989398823913043
"8073",29,"laying","fBodyAccJerk","mean","Z",-0.992018447826087
"8074",29,"laying","fBodyAccJerk","std","X",-0.99254347826087
"8075",29,"laying","fBodyAccJerk","std","Y",-0.990468082753623
"8076",29,"laying","fBodyAccJerk","std","Z",-0.993107759855072
"8077",29,"laying","fBodyGyro","mean","X",-0.99312260884058
"8078",29,"laying","fBodyGyro","mean","Y",-0.993696336521739
"8079",29,"laying","fBodyGyro","mean","Z",-0.976184322608696
"8080",29,"laying","fBodyGyro","std","X",-0.994652185217391
"8081",29,"laying","fBodyGyro","std","Y",-0.992240785652174
"8082",29,"laying","fBodyGyro","std","Z",-0.976858964492754
"8083",29,"laying","tBodyAcc","mean","X",0.287295196811594
"8084",29,"laying","tBodyAcc","mean","Y",-0.0171965484202899
"8085",29,"laying","tBodyAcc","mean","Z",-0.109462068173913
"8086",29,"laying","tBodyAcc","std","X",-0.984219555507246
"8087",29,"laying","tBodyAcc","std","Y",-0.990240946666667
"8088",29,"laying","tBodyAcc","std","Z",-0.987255149855072
"8089",29,"laying","tBodyAccJerk","mean","X",0.0718861195971014
"8090",29,"laying","tBodyAccJerk","mean","Y",0.0116912059556522
"8091",29,"laying","tBodyAccJerk","mean","Z",0.00241542784130435
"8092",29,"laying","tBodyAccJerk","std","X",-0.99200598942029
"8093",29,"laying","tBodyAccJerk","std","Y",-0.989513565652174
"8094",29,"laying","tBodyAccJerk","std","Z",-0.993288313333333
"8095",29,"laying","tBodyGyro","mean","X",-0.0258281004782609
"8096",29,"laying","tBodyGyro","mean","Y",-0.0761814357028986
"8097",29,"laying","tBodyGyro","mean","Z",0.127411971652174
"8098",29,"laying","tBodyGyro","std","X",-0.994276591304348
"8099",29,"laying","tBodyGyro","std","Y",-0.992750957826087
"8100",29,"laying","tBodyGyro","std","Z",-0.97499461942029
"8101",29,"laying","tBodyGyroJerk","mean","X",-0.0995339880724638
"8102",29,"laying","tBodyGyroJerk","mean","Y",-0.0386768295072464
"8103",29,"laying","tBodyGyroJerk","mean","Z",-0.0674469666086956
"8104",29,"laying","tBodyGyroJerk","std","X",-0.99654254057971
"8105",29,"laying","tBodyGyroJerk","std","Y",-0.997081575652174
"8106",29,"laying","tBodyGyroJerk","std","Z",-0.995380794637681
"8107",29,"laying","tGravityAcc","mean","X",-0.346789842753623
"8108",29,"laying","tGravityAcc","mean","Y",0.807535373478261
"8109",29,"laying","tGravityAcc","mean","Z",0.590452224057971
"8110",29,"laying","tGravityAcc","std","X",-0.972939889855073
"8111",29,"laying","tGravityAcc","std","Y",-0.99424764884058
"8112",29,"laying","tGravityAcc","std","Z",-0.98577817826087
"8113",29,"sitting","fBodyAcc","mean","X",-0.991093963666667
"8114",29,"sitting","fBodyAcc","mean","Y",-0.969609501666667
"8115",29,"sitting","fBodyAcc","mean","Z",-0.975623030833333
"8116",29,"sitting","fBodyAcc","std","X",-0.990617521
"8117",29,"sitting","fBodyAcc","std","Y",-0.961693949333333
"8118",29,"sitting","fBodyAcc","std","Z",-0.965800974333333
"8119",29,"sitting","fBodyAccJerk","mean","X",-0.993445760166667
"8120",29,"sitting","fBodyAccJerk","mean","Y",-0.983883193
"8121",29,"sitting","fBodyAccJerk","mean","Z",-0.988470241
"8122",29,"sitting","fBodyAccJerk","std","X",-0.9942201755
"8123",29,"sitting","fBodyAccJerk","std","Y",-0.985493318833333
"8124",29,"sitting","fBodyAccJerk","std","Z",-0.990445861666667
"8125",29,"sitting","fBodyGyro","mean","X",-0.988393569
"8126",29,"sitting","fBodyGyro","mean","Y",-0.990329245333333
"8127",29,"sitting","fBodyGyro","mean","Z",-0.9739335945
"8128",29,"sitting","fBodyGyro","std","X",-0.990727755166667
"8129",29,"sitting","fBodyGyro","std","Y",-0.987259808666667
"8130",29,"sitting","fBodyGyro","std","Z",-0.972912517166667
"8131",29,"sitting","tBodyAcc","mean","X",0.2771799775
"8132",29,"sitting","tBodyAcc","mean","Y",-0.016630680375
"8133",29,"sitting","tBodyAcc","mean","Z",-0.1104118192
"8134",29,"sitting","tBodyAcc","std","X",-0.9907450195
"8135",29,"sitting","tBodyAcc","std","Y",-0.963222497833333
"8136",29,"sitting","tBodyAcc","std","Z",-0.968063878166667
"8137",29,"sitting","tBodyAccJerk","mean","X",0.0745438102516667
"8138",29,"sitting","tBodyAccJerk","mean","Y",0.00598531404666667
"8139",29,"sitting","tBodyAccJerk","mean","Z",0.003167700952
"8140",29,"sitting","tBodyAccJerk","std","X",-0.993525560333333
"8141",29,"sitting","tBodyAccJerk","std","Y",-0.9840551
"8142",29,"sitting","tBodyAccJerk","std","Z",-0.990168733
"8143",29,"sitting","tBodyGyro","mean","X",-0.0379271112333333
"8144",29,"sitting","tBodyGyro","mean","Y",-0.0755797672133333
"8145",29,"sitting","tBodyGyro","mean","Z",0.0580495969166667
"8146",29,"sitting","tBodyGyro","std","X",-0.990178704833333
"8147",29,"sitting","tBodyGyro","std","Y",-0.988334019666667
"8148",29,"sitting","tBodyGyro","std","Z",-0.971227991666667
"8149",29,"sitting","tBodyGyroJerk","mean","X",-0.0953636995833333
"8150",29,"sitting","tBodyGyroJerk","mean","Y",-0.040001843485
"8151",29,"sitting","tBodyGyroJerk","mean","Z",-0.047000897695
"8152",29,"sitting","tBodyGyroJerk","std","X",-0.9933220295
"8153",29,"sitting","tBodyGyroJerk","std","Y",-0.995319164666667
"8154",29,"sitting","tBodyGyroJerk","std","Z",-0.9928337675
"8155",29,"sitting","tGravityAcc","mean","X",0.891563755166667
"8156",29,"sitting","tGravityAcc","mean","Y",0.1556594569
"8157",29,"sitting","tGravityAcc","mean","Z",0.286256063666667
"8158",29,"sitting","tGravityAcc","std","X",-0.984679151833333
"8159",29,"sitting","tGravityAcc","std","Y",-0.973604289833333
"8160",29,"sitting","tGravityAcc","std","Z",-0.966032045333333
"8161",29,"standing","fBodyAcc","mean","X",-0.995024039692308
"8162",29,"standing","fBodyAcc","mean","Y",-0.973345770461538
"8163",29,"standing","fBodyAcc","mean","Z",-0.984096024769231
"8164",29,"standing","fBodyAcc","std","X",-0.996604570307692
"8165",29,"standing","fBodyAcc","std","Y",-0.968278553076923
"8166",29,"standing","fBodyAcc","std","Z",-0.978802973692308
"8167",29,"standing","fBodyAccJerk","mean","X",-0.993736906
"8168",29,"standing","fBodyAccJerk","mean","Y",-0.983194980615385
"8169",29,"standing","fBodyAccJerk","mean","Z",-0.988541579384615
"8170",29,"standing","fBodyAccJerk","std","X",-0.994123423538462
"8171",29,"standing","fBodyAccJerk","std","Y",-0.984782782307692
"8172",29,"standing","fBodyAccJerk","std","Z",-0.991316374615385
"8173",29,"standing","fBodyGyro","mean","X",-0.974485449538462
"8174",29,"standing","fBodyGyro","mean","Y",-0.991586674
"8175",29,"standing","fBodyGyro","mean","Z",-0.983654714461538
"8176",29,"standing","fBodyGyro","std","X",-0.979162564923077
"8177",29,"standing","fBodyGyro","std","Y",-0.989643721230769
"8178",29,"standing","fBodyGyro","std","Z",-0.984714226461538
"8179",29,"standing","tBodyAcc","mean","X",0.277965065846154
"8180",29,"standing","tBodyAcc","mean","Y",-0.0172605869061538
"8181",29,"standing","tBodyAcc","mean","Z",-0.108659067476923
"8182",29,"standing","tBodyAcc","std","X",-0.996068635384615
"8183",29,"standing","tBodyAcc","std","Y",-0.969295721076923
"8184",29,"standing","tBodyAcc","std","Z",-0.980207488923077
"8185",29,"standing","tBodyAccJerk","mean","X",0.0753052530307692
"8186",29,"standing","tBodyAccJerk","mean","Y",0.0115104978664615
"8187",29,"standing","tBodyAccJerk","mean","Z",0.000332894985246154
"8188",29,"standing","tBodyAccJerk","std","X",-0.993652820615385
"8189",29,"standing","tBodyAccJerk","std","Y",-0.983338157846154
"8190",29,"standing","tBodyAccJerk","std","Z",-0.990593859692308
"8191",29,"standing","tBodyGyro","mean","X",-0.0276075573307692
"8192",29,"standing","tBodyGyro","mean","Y",-0.0721060679123077
"8193",29,"standing","tBodyGyro","mean","Z",0.0827583768461538
"8194",29,"standing","tBodyGyro","std","X",-0.977994819846154
"8195",29,"standing","tBodyGyro","std","Y",-0.990364876307692
"8196",29,"standing","tBodyGyro","std","Z",-0.983368643230769
"8197",29,"standing","tBodyGyroJerk","mean","X",-0.0988701505538462
"8198",29,"standing","tBodyGyroJerk","mean","Y",-0.0405110578461538
